Customer_ID,Product_ID,Staff_ID,Date,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,ProductName,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email
85,5,85,2023-01-04 13:00:00,2,7.273764393048199,South,Cash,False,Cloudy,31.70126035602447,Good,Neutral,27,In Store,Wednesday,14.547528786096398,Pizza Margherita,Walter Moore,"5092 Johnson Villages Suite 284
Tiffanybury, AL 56458",661.630.2662,brownscott@example.com,Melissa Keller,matthew41@example.org
86,8,86,2023-01-04 14:00:00,4,5.46406467097013,North,Online,False,Cloudy,31.56837222935605,Excellent,Negative,40,Online Order,Wednesday,21.85625868388052,Fruit Cake,Robert Gonzales,"354 Alexis Ferry
Port Michelleborough, NJ 88021",663-828-4624,hurleyabigail@example.org,Megan Snyder,ujones@example.net
87,4,87,2023-01-04 15:00:00,4,19.56113230515872,West,Online,True,Rainy,23.421505668535776,Poor,Unknown,45,In Store,Wednesday,78.24452922063489,Pizza Pepperoni,Nicholas Campbell,"521 Glen Centers Apt. 944
Port Stevenfort, IL 94181",001-348-936-9487x6648,karen77@example.org,Brittany Tapia,jasmine20@example.net
88,0,88,2023-01-04 16:00:00,2,16.603083373018457,East,Credit Card,True,Sunny,27.154342182681738,Good,Positive,53,Phone Order,Wednesday,33.206166746036914,Vanilla Cake,Jamie Edwards,"4498 Lee Gateway Suite 262
Barnesfort, AZ 28615",295-626-6694,tamaramullins@example.org,Dr. Stacy Johnson,ethanjohnson@example.net
89,2,89,2023-01-04 17:00:00,4,19.701634886206502,North,Online,True,Sunny,28.8885227414724,Poor,Neutral,37,Online Order,Wednesday,78.80653954482602,Chocolate Cake,Katherine Wood,"72819 Williamson Fall
Lake Taraville, NY 04525",223-347-5491,landrypeter@example.net,Travis Williams,sarahedwards@example.com
90,2,90,2023-01-04 18:00:00,5,12.168176720333635,North,Credit Card,True,Rainy,25.698864364430214,Excellent,Neutral,26,Online Order,Wednesday,60.84088360166818,Chocolate Cake,Frederick Gardner,"79773 Dale Hollow
South Sherrymouth, WA 87524",001-502-295-9196,uroberts@example.com,Jeffrey Wagner,uclark@example.com
91,6,91,2023-01-04 19:00:00,5,12.983862967234645,East,Online,False,Cloudy,27.52903371171291,Poor,Negative,28,Online Order,Wednesday,64.91931483617321,Pizza Beef Double decker,James Bush,"06519 Shelley Port
Victorland, WV 35613",234.955.9016,smithgwendolyn@example.com,Elizabeth Gregory,owensdanny@example.com
92,8,92,2023-01-04 20:00:00,5,7.525054338786953,South,Cash,False,Sunny,29.076068801566155,Good,Neutral,32,Online Order,Wednesday,37.62527169393477,Fruit Cake,Jennifer Phillips,"86085 Marcus Keys
Cooleychester, MN 19841",001-993-642-1195x44396,hayers@example.com,Lonnie Galvan,james65@example.com
93,6,93,2023-01-04 21:00:00,1,8.703611400013784,North,Cash,True,Cloudy,28.398357977686786,Average,Neutral,41,In Store,Wednesday,8.703611400013784,Pizza Beef Double decker,Billy Burns,"21847 Miller Burgs Apt. 784
North Scott, DC 65906",+1-392-669-8113x334,keithhiggins@example.net,Elizabeth Foster,Unknown
94,3,94,2023-01-04 22:00:00,2,17.57823822354242,East,Online,True,Rainy,27.296075533042675,Poor,Negative,42,Online Order,Wednesday,35.15647644708484,Carrot Cake,Meredith Jarvis,"1406 Hernandez Shoal Suite 681
West Kevinmouth, CO 73653",955.869.1657,Unknown,Natalie Webb,burtonscott@example.com
95,3,95,2023-01-04 23:00:00,1,10.342784706763911,South,Credit Card,True,Cloudy,27.573992061341,Good,Negative,32,Online Order,Wednesday,10.342784706763911,Carrot Cake,Garrett Woodward,"343 Jeremy Rapid Suite 576
Kaylachester, CO 96021",001-886-447-1487x741,kbryant@example.org,Robin Ferguson,eortiz@example.com
96,6,96,2023-01-05 00:00:00,4,17.402224606946284,West,Cash,False,Sunny,22.646178656418293,Good,Neutral,30,In Store,Thursday,69.60889842778514,Pizza Beef Double decker,Ashley Richardson,"742 Leach Green
Millershire, PW 56386",304-888-2317x670,lrussell@example.net,Tracie Myers,douglas41@example.com
97,8,97,2023-01-05 01:00:00,1,15.635205864305476,East,Credit Card,True,Cloudy,27.154342182681738,Excellent,Positive,30,Online Order,Thursday,15.635205864305476,Fruit Cake,Laura Williams,"USCGC Yang
FPO AE 28672",001-298-917-2349x106,lisa94@example.net,Catherine Williams,sarahfrench@example.org
98,6,98,2023-01-05 02:00:00,4,7.6575638790779825,North,Online,True,Cloudy,28.126404799115228,Good,Unknown,27,In Store,Thursday,30.63025551631193,Pizza Beef Double decker,Ryan Smith,"40103 Gardner Ville
Malonemouth, MA 89448",497-585-4292x68463,luisking@example.net,Jonathon Dixon,jasminebecker@example.org
99,2,99,2023-01-05 03:00:00,4,12.611695491796132,West,Online,True,Sunny,21.966197925570548,Average,Positive,43,In Store,Thursday,50.44678196718453,Chocolate Cake,Jessica Smith,"Unit 8659 Box 4224
DPO AA 88233",+1-934-723-5702x03026,tammy27@example.net,Mrs. Nicole White,monica44@example.org
100,1,100,2023-01-05 04:00:00,3,15.160809822780752,South,Cash,False,Sunny,27.154342182681738,Average,Unknown,23,Online Order,Thursday,45.48242946834226,Red Velvet Cake,Leah Moon,"58612 Christina Mountain
North Kelseymouth, IA 23450",(632)649-5987,jordanthomas@example.net,Elizabeth Mueller,nathan75@example.net
101,5,101,2023-01-05 05:00:00,5,8.525558222057377,South,Online,True,Cloudy,33.98665967566026,Poor,Positive,40,Phone Order,Thursday,42.627791110286886,Pizza Margherita,Randy Mayer,"314 David Prairie Apt. 210
North Emma, CA 94063",001-911-377-3593x484,greenrebecca@example.org,Jonathon Owens,Unknown
102,1,102,2023-01-05 06:00:00,4,17.46032765780115,East,Cash,False,Cloudy,34.20960348855444,Poor,Negative,42,Online Order,Thursday,69.8413106312046,Red Velvet Cake,Sara Marshall,"31607 Richardson Flat Apt. 530
Mikeburgh, DC 71321",(958)734-8343x815,kellybrown@example.org,Jonathan Shelton,devin36@example.org
103,8,103,2023-01-05 07:00:00,3,13.172414863177805,East,Credit Card,True,Rainy,27.154342182681738,Poor,Negative,55,Phone Order,Thursday,39.517244589533405,Fruit Cake,David Aguilar,"932 James Avenue Suite 616
Port Darrylstad, OK 17583",849-753-0480x1480,davisrobert@example.net,Andrew Brewer,seanpatrick@example.net
104,1,104,2023-01-05 08:00:00,5,7.478630756639048,East,Cash,True,Sunny,22.03275310341131,Poor,Negative,27,In Store,Thursday,37.39315378319524,Red Velvet Cake,Lauren Powell,"PSC 9707, Box 8226
APO AA 69575",557.210.6658x922,bankstoni@example.org,Alex Sharp,mary60@example.org
105,3,105,2023-01-05 09:00:00,4,13.744766392469035,South,Cash,True,Cloudy,27.77599439949598,Average,Neutral,50,Phone Order,Thursday,54.97906556987615,Carrot Cake,Colin Hughes,"03268 Jessica Inlet Suite 781
Floresbury, TX 72256",+1-256-747-2139x38713,wgross@example.com,Tina Allen,omoreno@example.org
106,7,106,2023-01-05 10:00:00,4,19.99570706233871,West,Credit Card,False,Sunny,21.68913844023831,Excellent,Negative,23,Online Order,Thursday,79.98282824935484,Cheesecake,Jason Robbins,"48866 Annette Causeway Suite 502
Karashire, TX 13266",713.225.9879x848,twarner@example.net,Kimberly Cervantes,sherrymurillo@example.org
107,5,107,2023-01-05 11:00:00,1,7.257822374951203,South,Cash,True,Rainy,34.00981127768926,Poor,Negative,28,Online Order,Thursday,7.257822374951203,Pizza Margherita,Raymond Williams,"552 Matthew Locks Suite 472
Brianchester, AR 03521",(729)482-2733,robin73@example.net,Michael Anderson,ruben97@example.net
108,0,108,2023-01-05 12:00:00,1,17.25135395179292,North,Cash,True,Cloudy,22.75369441032719,Excellent,Neutral,26,Phone Order,Thursday,17.25135395179292,Vanilla Cake,Amanda Russell,"002 Roberts Keys Suite 150
South Colleenberg, ME 51609",(910)242-6632,felicialowe@example.net,Sonya Castillo,zmccarthy@example.org
109,8,109,2023-01-05 13:00:00,5,8.10963504781337,South,Online,False,Cloudy,23.791487899267462,Good,Neutral,46,Online Order,Thursday,40.54817523906685,Fruit Cake,Donna Khan,"PSC 8714, Box 1672
APO AA 84250",+1-865-266-6014x648,stephen77@example.org,Traci Stanton,gravesgina@example.org
110,5,110,2023-01-05 14:00:00,4,16.73582494190131,North,Credit Card,False,Cloudy,26.099547903274555,Good,Positive,52,Phone Order,Thursday,66.94329976760524,Pizza Margherita,Lisa Farmer,"37567 Pruitt Highway Suite 269
Nancyton, GA 05819",001-280-323-7394x3230,gross@example.org,Christopher Wilson,cjackson@example.com
111,1,111,2023-01-05 15:00:00,2,16.0186688468212,West,Cash,False,Sunny,25.74746702838689,Poor,Neutral,17,In Store,Thursday,32.0373376936424,Red Velvet Cake,Dwayne Pratt,"PSC 5220, Box 3802
APO AA 08829",9547293578,janetgonzalez@example.com,Mackenzie Watson,omarquez@example.net
112,3,112,2023-01-05 16:00:00,1,9.507340784006486,East,Credit Card,True,Rainy,27.154342182681738,Good,Neutral,30,Phone Order,Thursday,9.507340784006486,Carrot Cake,Ruth Stone,"80597 Drew Bypass
Lake Chelsea, WY 25655",(804)992-4652x54747,stephaniestanley@example.org,Heather Davis,kristi56@example.net
113,4,113,2023-01-05 17:00:00,5,9.887346763466748,East,Credit Card,False,Sunny,26.84475230826444,Excellent,Negative,34,Phone Order,Thursday,49.43673381733375,Pizza Pepperoni,Tony Anderson,"482 Nunez Union
Port Brandon, LA 61137",950-806-7506x2373,zmason@example.com,Richard Green,nancygarcia@example.net
114,0,114,2023-01-05 18:00:00,4,16.887820879443787,South,Cash,True,Cloudy,22.56152390005005,Excellent,Unknown,46,Phone Order,Thursday,67.55128351777515,Vanilla Cake,Robert Fields MD,"1144 Jones Viaduct
Traceyburgh, WA 63663",7712035703,lindsey69@example.org,Megan Brown,hollygrant@example.org
115,5,115,2023-01-05 19:00:00,4,11.92168267830969,East,Online,False,Rainy,24.00814843229111,Good,Positive,37,Phone Order,Thursday,47.68673071323876,Pizza Margherita,Brenda Woods,"947 Jessica Course Apt. 036
Port Adriennemouth, OH 56378",663-833-1627,katieyates@example.org,Ashley Vargas,christopher61@example.net
116,3,116,2023-01-05 20:00:00,2,15.962270430677131,West,Credit Card,False,Cloudy,27.63670077781283,Poor,Neutral,31,In Store,Thursday,31.924540861354263,Carrot Cake,Sarah Rodriguez,"10233 Lynn Square Suite 499
Sullivanfort, IN 85281",001-840-940-1700x5862,vsimpson@example.org,Justin Spencer,jeremy29@example.net
117,3,117,2023-01-05 21:00:00,5,7.219762210487522,East,Cash,False,Cloudy,22.211808761392025,Excellent,Negative,30,In Store,Thursday,36.09881105243761,Carrot Cake,Kevin Rodriguez DDS,"USCGC Hawkins
FPO AA 83509",347-605-1527x450,heidiromero@example.com,Paul Fowler,whitney54@example.net
118,1,118,2023-01-05 22:00:00,4,17.7883667285233,South,Credit Card,True,Sunny,29.174835134690213,Excellent,Unknown,52,In Store,Thursday,71.1534669140932,Red Velvet Cake,Cory Allen,"USS Zavala
FPO AA 37515",(527)580-9446x5001,james05@example.com,Crystal Perez,Unknown
119,2,119,2023-01-05 23:00:00,1,15.663270750234789,West,Online,True,Cloudy,28.486209598267187,Average,Negative,22,Phone Order,Thursday,15.663270750234789,Chocolate Cake,Kathy Byrd,"789 Russell Summit Suite 010
Tammytown, NJ 03288",725-534-1241x947,marythompson@example.org,Jose Baker,bettyclarke@example.org
120,1,120,2023-01-06 00:00:00,2,18.604142132522508,North,Online,True,Rainy,30.720534745733865,Poor,Negative,33,In Store,Friday,37.208284265045016,Red Velvet Cake,Rachel Jones,"253 Kelley Spur
Wallermouth, GU 72841",953-438-8065,alexisgarcia@example.net,Kenneth King,perezjennifer@example.org
121,2,121,2023-01-06 01:00:00,5,6.985585685524587,South,Online,True,Cloudy,34.065569230690514,Average,Neutral,44,Online Order,Friday,34.92792842762293,Chocolate Cake,Patrick Hall,"92516 Decker Locks
North Michelleberg, RI 24368",560.568.7798x00931,Unknown,Marcia Tyler,langdavid@example.org
122,2,122,2023-01-06 02:00:00,2,13.895217505408963,North,Cash,True,Cloudy,33.68381841651733,Good,Negative,48,In Store,Friday,27.79043501081793,Chocolate Cake,Paula Johnson,"050 Savannah Grove Suite 415
Lauramouth, LA 38699",459.374.7656x777,matthewsrobert@example.org,Robert Williams,davidharrison@example.net
123,0,123,2023-01-06 03:00:00,1,13.986808775604878,West,Cash,True,Sunny,27.154342182681738,Good,Positive,28,Phone Order,Friday,13.986808775604878,Vanilla Cake,Penny Boyer,"4331 Andrew Ports
West Robert, VI 48816",971.993.6277x7677,amandamoore@example.org,Brenda Wiley,gail60@example.org
124,1,124,2023-01-06 04:00:00,5,10.301911108201736,South,Online,True,Rainy,23.67073395535552,Average,Positive,36,Online Order,Friday,51.50955554100868,Red Velvet Cake,Jeffrey Mcintyre,"33945 Hawkins Lights
North Collin, NJ 12116",+1-287-745-5979x0192,howard06@example.net,Jason Ingram,robertwilliams@example.net
125,4,125,2023-01-06 05:00:00,2,11.876996368538869,South,Cash,True,Sunny,21.97347959959032,Poor,Unknown,58,Phone Order,Friday,23.75399273707773,Pizza Pepperoni,Brian Hunt,"1418 Christine Summit
Heathertown, LA 35607",556.956.6214,victoriasellers@example.org,Matthew Watson,marcusdavis@example.org
126,6,126,2023-01-06 06:00:00,3,5.569723449347802,West,Online,True,Cloudy,24.53415050744673,Excellent,Negative,31,Online Order,Friday,16.709170348043408,Pizza Beef Double decker,Shawn Wright,"985 Edward Fort
Lake Dianeville, ID 97215",736.539.4645x9461,hullkayla@example.org,Michael Smith,Unknown
127,6,127,2023-01-06 07:00:00,1,16.18790057940518,East,Cash,False,Sunny,33.42627759149472,Good,Unknown,29,Phone Order,Friday,16.18790057940518,Pizza Beef Double decker,John Morris,"176 Jacob Mission
East Ashleyberg, OH 98253",963.511.2539x9127,byrdpatricia@example.net,Brandon Arellano,omar13@example.org
128,1,128,2023-01-06 08:00:00,1,13.239837191047611,South,Online,False,Sunny,34.58080211935233,Poor,Negative,46,Phone Order,Friday,13.239837191047611,Red Velvet Cake,Adrian Reeves,"14252 Kristin Burg Apt. 894
East Teresaport, NJ 66711",(891)407-3879x123,xarnold@example.org,Cynthia Rogers,vsavage@example.org
129,1,129,2023-01-06 09:00:00,1,5.866115778037607,South,Credit Card,True,Sunny,32.88987426605714,Poor,Unknown,27,Online Order,Friday,5.866115778037607,Red Velvet Cake,Amanda Guerra,"652 Woods Overpass Suite 440
Lisaton, DE 73120",8932290202,sonya26@example.net,Christopher Smith,scott68@example.org
130,0,130,2023-01-06 10:00:00,3,15.211338394407283,North,Online,True,Sunny,21.650265816913155,Good,Neutral,35,In Store,Friday,45.63401518322185,Vanilla Cake,Craig Lee,"36945 Brown Points
West Ryan, OR 92476",231.515.9333x2417,xthompson@example.com,Michael Bell,Unknown
131,1,131,2023-01-06 11:00:00,3,12.00173115846782,East,Online,True,Cloudy,34.2114199708969,Good,Negative,54,Online Order,Friday,36.00519347540346,Red Velvet Cake,Melissa Zamora,"710 Lisa Prairie
Christianbury, WI 96197",(399)399-8809x542,Unknown,Robert Williamson,william87@example.com
132,2,132,2023-01-06 12:00:00,4,5.516918891375,North,Cash,True,Cloudy,26.35037041026179,Poor,Neutral,47,Online Order,Friday,22.0676755655,Chocolate Cake,Christina Werner,"758 Shane Rue Suite 322
Lake Sarah, UT 97414",(351)997-2448,amitchell@example.net,Sarah Durham,michaeldavis@example.com
133,3,133,2023-01-06 13:00:00,2,19.54411590272143,North,Cash,False,Rainy,20.139654361435305,Excellent,Negative,41,Online Order,Friday,39.08823180544286,Carrot Cake,Katherine Gordon,"89268 Kevin Freeway
West Daniel, CO 49335",441.928.9954x035,meganwest@example.net,Anita Fisher,walter45@example.net
134,3,134,2023-01-06 14:00:00,4,19.236682146341607,East,Cash,False,Sunny,26.635906111222905,Average,Negative,49,Online Order,Friday,76.94672858536643,Carrot Cake,Samuel Morrison,"PSC 4457, Box 4505
APO AA 08146",257-574-5132,hernandezmatthew@example.org,Kimberly Hampton,nathan00@example.com
135,2,135,2023-01-06 15:00:00,2,12.693536242207964,East,Cash,True,Sunny,20.69103754513201,Good,Positive,30,Online Order,Friday,25.387072484415928,Chocolate Cake,Alicia Brown,"6933 Cooper Mission Suite 891
North Anna, VT 02931",848-432-4618,wgrant@example.net,Susan Davis,molly10@example.net
136,8,136,2023-01-06 16:00:00,3,6.405086310588652,West,Cash,False,Rainy,27.154342182681738,Average,Neutral,42,Phone Order,Friday,19.21525893176596,Fruit Cake,James Ramirez,"2948 Christopher Parks
Jenniferland, OR 96259",001-891-572-2966x6537,derek02@example.com,Kathleen Ingram,ryan67@example.org
137,2,137,2023-01-06 17:00:00,3,16.319318323978877,East,Cash,False,Sunny,25.07831041155577,Poor,Positive,48,Phone Order,Friday,48.95795497193663,Chocolate Cake,Angela Manning,"4982 Riley Grove Apt. 224
Hopkinsbury, GU 53680",+1-755-967-7091x725,markholt@example.net,Kelly Li,lance69@example.net
138,4,138,2023-01-06 18:00:00,4,12.378966501585936,South,Credit Card,True,Rainy,27.101524003910733,Average,Unknown,15,In Store,Friday,49.51586600634374,Pizza Pepperoni,Michelle Roberts,"628 Erica Turnpike Suite 241
Reedview, VA 11549",+1-742-450-6337x3053,evan70@example.net,Marcus Nelson,ryanreed@example.com
139,7,139,2023-01-06 19:00:00,5,9.5367121743407,East,Online,True,Cloudy,27.154342182681738,Excellent,Unknown,55,In Store,Friday,47.6835608717035,Cheesecake,James Banks,"0151 Kennedy Locks
Hendrixmouth, LA 57288",706-322-6856,angelicaklein@example.org,Beth Smith,tracy19@example.net
140,5,140,2023-01-06 20:00:00,4,12.371272662928352,West,Online,True,Rainy,27.154342182681738,Poor,Unknown,45,Online Order,Friday,49.485090651713406,Pizza Margherita,Douglas King,"288 Stephanie Trafficway Apt. 323
Greenchester, AL 85330",834-696-7454x3374,eric13@example.com,Diana Franklin,cynthia19@example.net
141,2,141,2023-01-06 21:00:00,2,12.836662181081966,West,Online,True,Sunny,29.92852364707893,Excellent,Neutral,50,In Store,Friday,25.67332436216393,Chocolate Cake,Jason Bernard,"57614 Matthew Parks Suite 159
Kathleenburgh, ME 13904",421.533.8655x8936,brianna88@example.net,Sean Lang,terri18@example.org
142,1,142,2023-01-06 22:00:00,4,13.440675485335088,West,Credit Card,False,Rainy,26.510733027172712,Poor,Positive,58,In Store,Friday,53.76270194134035,Red Velvet Cake,Susan Bowers,"586 Adkins Terrace
South Julieland, MT 80454",(289)362-9065x36062,gibbsmichelle@example.org,Thomas Padilla,garciajustin@example.org
143,1,143,2023-01-06 23:00:00,1,11.6183557048299,East,Online,True,Cloudy,32.291417805055474,Excellent,Neutral,47,Online Order,Friday,11.6183557048299,Red Velvet Cake,Eugene Mccoy,"27219 Bailey Parkway Apt. 498
Sanchezton, MT 75537",(343)656-8054x61910,Unknown,Lisa Chen,carterpatrick@example.org
144,0,144,2023-01-07 00:00:00,2,14.08632954708585,East,Credit Card,False,Sunny,33.58373206359698,Poor,Neutral,47,Phone Order,Saturday,28.1726590941717,Vanilla Cake,Jessica Stewart,"70939 Brenda Hills Apt. 177
New Josephfurt, VA 34340",+1-280-249-9904,sophia74@example.net,Ashley Wyatt,kari69@example.org
145,2,145,2023-01-07 01:00:00,2,18.78102065909566,North,Credit Card,True,Cloudy,21.79639949648296,Excellent,Negative,53,Phone Order,Saturday,37.56204131819132,Chocolate Cake,Victor King,"125 Ortega Tunnel
Hawkinshaven, VT 76423",001-541-897-8617,jhuff@example.com,Nicholas Williams,vmathews@example.org
146,0,146,2023-01-07 02:00:00,5,10.434021306478868,North,Credit Card,False,Cloudy,27.97899466329187,Poor,Positive,32,In Store,Saturday,52.17010653239434,Vanilla Cake,Dr. Megan Reyes,"169 James Estate
West Brandi, UT 25752",484-351-7962,tracidavis@example.net,Harry House,rogerslarry@example.com
147,2,147,2023-01-07 03:00:00,3,15.885746948299236,South,Online,True,Rainy,24.267679396136664,Excellent,Neutral,37,Phone Order,Saturday,47.65724084489771,Chocolate Cake,Travis Richard,"USNS Figueroa
FPO AP 84984",(462)684-4941x04816,Unknown,Jacob Dixon,huangsusan@example.org
148,5,148,2023-01-07 04:00:00,2,18.416788352363483,North,Credit Card,True,Cloudy,20.70591796815421,Poor,Positive,37,Phone Order,Saturday,36.833576704726966,Pizza Margherita,William Brown,"86447 George Junctions Suite 752
Lake Thomasland, ID 40357",625.667.2394x36274,Unknown,Raymond Green,cohenmelvin@example.com
149,7,149,2023-01-07 05:00:00,3,11.839689136399054,South,Online,False,Sunny,30.02820042670978,Excellent,Positive,29,In Store,Saturday,35.51906740919716,Cheesecake,Michael Sanchez,"6210 Carter Drives Apt. 810
Longfurt, DC 87975",(225)405-9766x311,tiffany18@example.com,Lisa Dawson,Unknown
150,3,150,2023-01-07 06:00:00,4,11.65183754572856,West,Online,False,Cloudy,27.154342182681738,Good,Neutral,40,Online Order,Saturday,46.607350182914246,Carrot Cake,Nicole Nunez MD,"6994 Miller Roads Suite 156
Sylviafort, NY 11663",(318)364-2044x333,opatton@example.com,Stephen Smith,nicolehall@example.net
